appeal_agency,exempt,id,jurisdiction,name,parent,requires_proxy,slug,status,types
,False,1875,349,Roberts Elementary School Library,,False,roberts-elementary-school-library,approved,"Library, School"
,False,1878,636,Rockport Elementary School Library,,False,rockport-elementary-school-library,approved,"Library, School"
,False,1882,459,Ruggles Lane Elementary School Library,,False,ruggles-lane-elementary-school-library,approved,"Library, School"
,False,1884,272,Salemwood School  Library,,False,salemwood-school-library,approved,"Library, School"
,False,1885,642,Salisbury Elementary School Library,,False,salisbury-elementary-school-library,approved,"Library, School"
,False,1975,18,Williams Elementary School Library,,False,williams-elementary-school-library,approved,"Library, School"
,False,1888,448,Sanborn Elementary School Library,,False,sanborn-elementary-school-library,approved,"Library, School"
,False,1891,648,Sharon Middle School Library,,False,sharon-middle-school-library,approved,"Library, School"
,False,1892,710,Shawsheen Elementary School Library,,False,shawsheen-elementary-school-library,approved,"Library, School"
,False,1893,448,Shawsheen Elementary School Library,,False,shawsheen-elementary-school-library,approved,"Library, School"
,False,1872,87,Robert L. Ford Elementary School Library,,False,robert-l-ford-elementary-school-library,approved,"Library, School"
,False,1900,448,South Elementary School Library,,False,south-elementary-school-library,approved,"Library, School"
,False,2019,6,Lawrence Academy McDonald Library,,False,lawrence-academy-mcdonald-library,approved,"Library, School"
,False,1902,254,South Middle School Library Media Center,,False,south-middle-school-library-media-center,approved,"Library, School"
,False,1903,333,South Middle School Library/IRC,,False,south-middle-school-libraryirc,approved,"Library, School"
,False,1906,473,Spofford Pond School Library,,False,spofford-pond-school-library,approved,"Library, School"
,False,1909,718,Station Avenue Elementary School Library,,False,station-avenue-elementary-school-library,approved,"Library, School"
,False,1910,277,Stearns Elementary School Library,,False,stearns-elementary-school-library,approved,"Library, School"
,False,1912,698,Stony Brook School Library,,False,stony-brook-school-library,approved,"Library, School"
,False,1915,375,Sumner G. Whittier School Library,,False,sumner-g-whittier-school-library,approved,"Library, School"
,False,1916,666,Sunderland Elementary School Library,,False,sunderl-elementary-school-library,approved,"Library, School"
,False,1917,668,Swampscott Middle School Library,,False,swampscott-middle-school-library,approved,"Library, School"
,False,1918,462,Swift River Elementary School Library,,False,swift-river-elementary-school-library,approved,"Library, School"
,False,1896,561,Sky View Middle School Media Center,,False,sky-view-middle-school-media-center,approved,"Library, School"
,False,1897,260,Smith Elementary School Library,,False,smith-elementary-school-library,approved,"Library, School"
,False,1922,576,Thomas A. Blake Middle School Library,,False,thomas-a-blake-middle-school-library,approved,"Library, School"
,False,1923,467,Thomas Ditson Elementary School Library,,False,thomas-ditson-elementary-school-library,approved,"Library, School"
,False,1926,260,Thorpe Elementary School Library,,False,thorpe-elementary-school-library,approved,"Library, School"
,False,1928,657,Trottier Middle School Library,,False,trottier-middle-school-library,approved,"Library, School"
,False,1932,84,Upham Elementary School Library,,False,upham-elementary-school-library,approved,"Library, School"
,False,1936,712,Vinson Owen Elementary School Library,,False,vinson-owen-elementary-school-library,approved,"Library, School"
,False,1938,282,Walter J. Paton School Media Center,,False,walter-j-paton-school-media-center,approved,"Library, School"
,False,1934,622,Varnum Brook Elementary School Library,,False,varnum-brook-elementary-school-library,approved,"Library, School"
,False,1940,258,Warner Elementary School Library,,False,warner-elementary-school-library,approved,"Library, School"
,False,1941,45,Watertown Middle School Library,,False,watertown-middle-school-library,approved,"Library, School"
,False,1920,581,Tenney Grammar School Library,,False,tenney-grammar-school-library,approved,"Library, School"
,False,1944,278,West Elementary School Library,,False,west-elementary-school-library,approved,"Library, School"
,False,1945,448,West Elementary School Media Center,,False,west-elementary-school-media-center,approved,"Library, School"
,False,1946,710,West Intermediate School Library,,False,west-intermediate-school-library,approved,"Library, School"
,False,1947,448,West Middle School Library,,False,west-middle-school-library,approved,"Library, School"
,False,1949,353,West Springfield Middle School Library,,False,west-springfield-middle-school-library,approved,"Library, School"
,False,1950,526,West Street School Library Media Center,,False,west-street-school-library-media-center,approved,"Library, School"
,False,1951,695,West Tisbury Elementary School Library,,False,west-tisbury-elementary-school-library,approved,"Library, School"
,False,1955,701,Weston Middle School Library,,False,weston-middle-school-library,approved,"Library, School"
,False,1956,702,Westport Middle School Media Center,,False,westport-middle-school-media-center,approved,"Library, School"
,False,1957,705,Whately Elementary School Library,,False,whately-elementary-school-library,approved,"Library, School"
,False,1958,219,Whitcomb Middle School Downey Library,,False,whitcomb-middle-school-downey-library,approved,"Library, School"
,False,1959,258,White Street School Library Media Center,,False,white-street-school-library-media-center,approved,"Library, School"
,False,1961,707,Wilbraham Middle School Library,,False,wilbraham-middle-school-library,approved,"Library, School"
,False,1964,259,Willard Elementary School Library,,False,willard-elementary-school-library,approved,"Library, School"
,False,1965,350,Willett Early Childhood Center Library,,False,willett-early-childhood-center-library,approved,"Library, School"
,False,1976,709,Williamstown Elementary School Library,,False,williamstown-elementary-school-library,approved,"Library, School"
,False,1978,275,Wilson Middle School Library,,False,wilson-middle-school-library,approved,"Library, School"
,False,1979,714,Winthrop Middle School Library,,False,winthrop-middle-school-library,approved,"Library, School"
,False,1980,280,Wood End Elementary School Library,,False,wood-end-elementary-school-library,approved,"Library, School"
,False,1981,658,Woodland Elementary School Library,,False,woodl-elementary-school-library,approved,"Library, School"
,False,1996,239,Brooks School Henry Luce III Library,,False,brooks-school-henry-luce-iii-library,approved,"Library, School"
,False,1998,701,Cambridge School of Weston Library,,False,cambridge-school-weston-library,approved,"Library, School"
,False,2000,258,Cathedral High School Library,,False,cadral-high-school-library,approved,"Library, School"
,False,2008,451,Cushing Academy Fisher-Watkins Library,,False,cushing-academy-fisher-watkins-library,approved,"Library, School"
,False,2010,498,Deerfield Academy Boyden Library,,False,deerfield-academy-boyden-library,approved,"Library, School"
,False,2023,272,Malden Catholic High School Library,,False,malden-catholic-high-school-library,approved,"Library, School"
,False,2028,259,Middlesex School Warburg Library,,False,middlesex-school-warburg-library,approved,"Library, School"
,False,2016,6,Groton School McCormick Library,,False,groton-school-mccormick-library,approved,"Library, School"
,False,10518,797,Jackson County Circuit Clerk,,False,jackson-county-circuit-clerk,approved,[]
,False,1995,18,Brimmer and May School Library,,False,brimmer-may-school-library,approved,"Library, School"
,False,2029,51,Milton Academy Cox Library,,False,milton-academy-cox-library,approved,"Library, School"
,False,2005,3,Commonwealth School Library,,False,commonwealth-school-library,approved,"Library, School"
,False,2015,681,Gann Academy Krupp Library,,False,gann-academy-krupp-library,approved,"Library, School"
,False,2048,594,Saint Sebastian School Library,,False,saint-sebastian-school-library,approved,"Library, School"
,False,2051,657,St. Mark's School Library,,False,st-marks-school-library,approved,"Library, School"
,False,2054,571,Tabor Academy Charles Hayden Library,,False,tabor-academy-charles-hayden-library,approved,"Library, School"
,False,2678,744,Alexander City Schools,,False,alexer-city-schools,approved,School District
,False,1138,262,Fitchburg Public Library,,False,fitchburg-public-library,approved,"Library, Public"
,False,2056,701,The Rivers School  The MacDowell Library,,False,rivers-school-macdowell-library,approved,"Library, School"
,False,2037,348,Notre Dame High School Library,,False,notre-dame-high-school-library,approved,"Library, School"
,False,2039,533,Pingree School Library,,False,pingree-school-library,approved,"Library, School"
,False,2031,18,Mt. Alvernia High School Library,,False,mt-alvernia-high-school-library,approved,"Library, School"
,False,2043,581,"Saint Ann's Home, Inc. Library",,False,saint-anns-home-inc-library,approved,"Library, School"
,False,2069,608,Algonquin Regional High School Library,,False,algonquin-regional-high-school-library,approved,"Library, School"
,False,2072,448,Andover High School Library,,False,over-high-school-library,approved,"Library, School"
,False,2073,556,Apponequet Regional High School Library,,False,apponequet-regional-high-school-library,approved,"Library, School"
,False,2605,10,Armed Forces Retirement Home,,False,armed-forces-retirement-home,approved,[]
,False,2074,450,Arlington High School Media Center,,False,arlington-high-school-media-center,approved,"Library, School"
,False,2075,332,Ashland High School Library,,False,ashl-high-school-library,approved,"Library, School"
,False,2079,457,Avon Middle-High School Library,,False,avon-middle-high-school-library,approved,"Library, School"
,False,2059,77,Ursuline Academy Library,,False,ursuline-academy-library,approved,"Library, School"
,False,2068,445,Agawam High School Abrams Library,,False,agawam-high-school-abrams-library,approved,"Library, School"
,False,2063,665,Willow Hill School Library,,False,willow-hill-school-library,approved,"Library, School"
,False,2065,703,Xaverian Brothers High School Library,,False,xaverian-brors-high-school-library,approved,"Library, School"
,False,2064,9,Worcester Academy Library,,False,worcester-academy-library,approved,"Library, School"
,False,2066,252,Abington High School Library,,False,abington-high-school-library,approved,"Library, School"
,False,1456,281,A. C. Whelan Elementary School Library,,False,a-c-whelan-elementary-school-library,approved,"Library, School"
,False,2085,461,Bedford High School Library,,False,bedford-high-school-library,approved,"Library, School"
,False,2089,218,Beverly High School Library,,False,beverly-high-school-library,approved,"Library, School"
,False,2086,462,Belchertown High School Library,,False,belchertown-high-school-library,approved,"Library, School"
,False,2087,463,Bellingham High School Library,,False,bellingham-high-school-library,approved,"Library, School"
,False,2096,3,Boston Latin Academy Hapgood Library,,False,boston-latin-academy-hapgood-library,approved,"Library, School"
,False,2604,330,Purchasing,,False,purchasing,approved,[]
,False,1472,4,Amos A. Lawrence School Library,,False,amos-a-lawrence-school-library,approved,"Library, School"
,False,2098,471,Bourne High School Library,,False,bourne-high-school-library,approved,"Library, School"
,False,2099,254,Braintree High School Media Center,,False,braintree-high-school-media-center,approved,"Library, School"
,False,5841,320,Office of the  Comptroller,,False,office-of-the-comptroller,approved,[]
,False,2675,741,Boaz City Schools,,False,boaz-city-schools,approved,School District
,False,2116,256,Chelmsford High School Learning Commons,,False,chelmsford-high-school-learning-commons,approved,"Library, School"
,False,2105,4,Brookline High School Burack Library,,False,brookline-high-school-burack-library,approved,"Library, School"
,False,2114,3,Charlestown High School Library,,False,charlestown-high-school-library,approved,"Library, School"
,False,2121,492,Clinton High School Library,,False,clinton-high-school-library,approved,"Library, School"
,False,10310,31067,City Secretary and Records,,False,mayors-office,approved,[]
,False,2126,260,Danvers High School Library,,False,danvers-high-school-library,approved,"Library, School"
,False,2127,497,Dartmouth High School Library,,False,dartmouth-high-school-library,approved,"Library, School"
,False,2128,659,David Prouty High School Library,,False,david-prouty-high-school-library,approved,"Library, School"
,False,2129,77,Dedham High School Library,,False,dedham-high-school-library,approved,"Library, School"
,False,2113,482,Carver Middle High School Ramsay Library,,False,carver-middle-high-school-ramsay-library,approved,"Library, School"
,False,2135,501,Douglas High School Library,,False,douglas-high-school-library,approved,"Library, School"
,False,2694,758,Brewton City Schools,,False,brewton-city-schools,approved,School District
,False,2136,318,Dover Sherborn High School Library,,False,dover-sherborn-high-school-library,approved,"Library, School"
,False,2120,9,Claremont Academy Library,,False,claremont-academy-library,approved,"Library, School"
,False,2138,505,Duxbury High School Media Center,,False,duxbury-high-school-media-center,approved,"Library, School"
,False,2141,508,East Longmeadow High School Library,,False,east-longmeadow-high-school-library,approved,"Library, School"
,False,11612,231,Department of Revenue,,False,department-of-revenue,approved,[]
,False,1612,2,Fort River Elementary School Library,,False,fort-river-elementary-school-library,approved,"Library, School"
,False,2145,375,Everett High School Library,,False,everett-high-school-library,approved,"Library, School"
,False,2147,517,Falmouth High School Library,,False,falmouth-high-school-library,approved,"Library, School"
,False,2148,262,Fitchburg High School Library,,False,fitchburg-high-school-library,approved,"Library, School"
,False,2149,263,Foxborough High School Library,,False,foxborough-high-school-library,approved,"Library, School"
,False,2150,105,Framingham High School Library,,False,framingham-high-school-library,approved,"Library, School"
,False,2151,86,Franklin High School Library,,False,franklin-high-school-library,approved,"Library, School"
,False,2155,521,Georgetown Middle High School Library,,False,georgetown-middle-high-school-library,approved,"Library, School"
,False,2695,759,Bullock County Schools,,False,bullock-county-schools,approved,School District
,False,2157,525,Grafton High School Library,,False,grafton-high-school-library,approved,"Library, School"
,False,2143,3,English High School Library,,False,english-high-school-library,approved,"Library, School"
,False,2133,9,Doherty Memorial High School Library,,False,doherty-memorial-high-school-library,approved,"Library, School"
,False,2139,3,East Boston High School Library,,False,east-boston-high-school-library,approved,"Library, School"
,False,2162,529,Greenfield High School Library,,False,greenfield-high-school-library,approved,"Library, School"
,False,2165,699,Hampshire Regional High School Library,,False,hampshire-regional-high-school-library,approved,"Library, School"
,False,2166,536,Hanover High School Library,,False,hanover-high-school-library,approved,"Library, School"
,False,2168,265,Haverhill High School Library,,False,haverhill-high-school-library,approved,"Library, School"
,False,2153,520,Gardner High School Gearan Library,,False,gardner-high-school-gearan-library,approved,"Library, School"
,False,2169,258,High School of Commerce Library,,False,high-school-commerce-library,approved,"Library, School"
,False,2325,92,Walpole High School Library,,False,walpole-high-school-library,approved,"Library, School"
,False,2173,547,Holliston High School Library,,False,holliston-high-school-library,approved,"Library, School"
,False,2177,531,Hopkins Academy  Library Media Center,,False,hopkins-academy-library-media-center,approved,"Library, School"
,False,2179,552,Hudson High School  Library,,False,hudson-high-school-library,approved,"Library, School"
,False,2180,267,Hull High School Library,,False,hull-high-school-library,approved,"Library, School"
,False,2181,554,Ipswich Middle/High School Media Center,,False,ipswich-middlehigh-school-media-center,approved,"Library, School"
,False,1728,555,Kingston Intermediate School Library,,False,kingston-intermediate-school-library,approved,"Library, School"
,False,2171,266,Hingham High School Library,,False,hingham-high-school-library,approved,"Library, School"
,False,2201,568,Lynnfield High School Library,,False,lynnfield-high-school-library,approved,"Library, School"
,False,2187,268,Leicester High School Library,,False,leicester-high-school-library,approved,"Library, School"
,False,2190,417,Lexington High School Library,,False,lexington-high-school-library,approved,"Library, School"
,False,2192,272,Linden School Library,,False,linden-school-library,approved,"Library, School"
,False,2193,565,Littleton High School Library,,False,littleton-high-school-library,approved,"Library, School"
,False,2194,269,Longmeadow High School Library,,False,longmeadow-high-school-library,approved,"Library, School"
,False,2196,566,Ludlow High School Library Media Center,,False,ludlow-high-school-library-media-center,approved,"Library, School"
,False,2197,567,Lunenburg High School Library,,False,lunenburg-high-school-library,approved,"Library, School"
,False,2198,87,Lynn Classical High School Library,,False,lynn-classical-high-school-library,approved,"Library, School"
,False,2199,87,Lynn English High School Library,,False,lynn-english-high-school-library,approved,"Library, School"
,False,2203,272,Malden High School Phaneyf Library,,False,malden-high-school-phaneyf-library,approved,"Library, School"
,False,2205,273,Mansfield High School Library,,False,mansfield-high-school-library,approved,"Library, School"
,False,3357,254,Braintree Town Clerk,,False,braintree-town-clerk,approved,Clerk
,False,2186,559,Lee Middle and High School  Library,,False,lee-middle-high-school-library,approved,"Library, School"
,False,2210,673,Masconomet Regional High School Library,,False,masconomet-regional-high-school-library,approved,"Library, School"
,False,2211,573,Mashpee High School Library,,False,mashpee-high-school-library,approved,"Library, School"
,False,2212,575,Maynard High School Library,,False,maynard-high-school-library,approved,"Library, School"
,False,2214,349,Medford High School Library Media Center,,False,medford-high-school-library-media-center,approved,"Library, School"
,False,2215,577,Medway High  School Library Media Center,,False,medway-high-school-library-media-center,approved,"Library, School"
,False,2216,578,Melrose High School Resource Center,,False,melrose-high-school-resource-center,approved,"Library, School"
,False,2219,7,Milford High School Library,,False,milford-high-school-library,approved,"Library, School"
,False,2218,582,Middleborough High School McAfee Library,,False,middleborough-high-school-mcafee-library,approved,"Library, School"
,False,2217,581,Methuen High School Media Center,,False,methuen-high-school-media-center,approved,"Library, School"
,False,2221,585,Millis Middle / High School Library,,False,millis-middle-high-school-library,approved,"Library, School"
,False,9245,3338,Public Works,,False,public-works,approved,[]
,False,2238,600,Newburyport High School Library,,False,newburyport-high-school-library,approved,"Library, School"
,False,2234,275,Natick High School Library,,False,natick-high-school-library,approved,"Library, School"
,False,2235,509,Nauset Regional High School Library,,False,nauset-regional-high-school-library,approved,"Library, School"
,False,2236,594,Needham High School Library,,False,needham-high-school-library,approved,"Library, School"
,False,2237,595,New Bedford High School Library,,False,new-bedford-high-school-library,approved,"Library, School"
,False,2243,239,North Andover High School Library,,False,north-over-high-school-library,approved,"Library, School"
,False,2244,605,North Attleboro High School Media Center,,False,north-attleboro-high-school-media-center,approved,"Library, School"
,False,2559,1,Nantucket Regional Transit Authority,,False,nantucket-regional-transit-authority,approved,Transportation
,False,2252,609,Northbridge High School Media Center,,False,northbridge-high-school-media-center,approved,"Library, School"
,False,2253,352,Northeast Metro Regional School Library,,False,norast-metro-regional-school-library,approved,"Library, School"
,False,2255,612,Norwell High School Library,,False,norwell-high-school-library,approved,"Library, School"
,False,2256,350,Norwood High School Library,,False,norwood-high-school-library,approved,"Library, School"
,False,2239,18,Newton North High School Library,,False,newton-north-high-school-library,approved,"Library, School"
,False,2090,467,Billerica Memorial High School Library,,False,billerica-memorial-high-school-library,approved,"Library, School"
,False,2111,480,Canton High School Library,,False,canton-high-school-library,approved,"Library, School"
,False,2152,498,Frontier Regional High School Library,,False,frontier-regional-high-school-library,approved,"Library, School"
,False,2249,607,North Reading High School Library,,False,north-reading-high-school-library,approved,"Library, School"
,False,2254,611,Norton High School Library,,False,norton-high-school-library,approved,"Library, School"
,False,10520,2844,City of Denton,,False,city-of-denton,approved,[]
,False,2248,257,North Quincy High School Media Center,,False,north-quincy-high-school-media-center,approved,"Library, School"
,False,11843,5037,Blue Ridge Police Department,,False,blue-ridge-police-department,approved,[]
,False,11082,3036,El Dorado County Superior Court,,False,superior-court,approved,[]
,False,2260,511,Oliver Ames High School Library,,False,oliver-ames-high-school-library,approved,"Library, School"
,False,2262,220,Palmer High School Library,,False,palmer-high-school-library,approved,"Library, School"
,False,2995,921,Eva Public Library,,False,eva-public-library,approved,Library
,False,2266,693,Pentucket Regional High School Library,,False,pentucket-regional-high-school-library,approved,"Library, School"
,False,1847,638,Pine Grove Elementary School Library,,False,pine-grove-elementary-school-library,approved,"Library, School"
,False,1848,651,Pine Hill Elementary School Library,,False,pine-hill-elementary-school-library,approved,"Library, School"
,False,2268,610,Pioneer Valley Regional School Library,,False,pioneer-valley-regional-school-library,approved,"Library, School"
,False,2269,277,Pittsfield High School Library,,False,pittsfield-high-school-library,approved,"Library, School"
,False,2271,278,Plymouth South High School IMC,,False,plymouth-south-high-school-imc,approved,"Library, School"
,False,2272,630,Provincetown Schools Library,,False,provincetown-schools-library,approved,"Library, School"
,False,3557,302,Department of Public Safety,,False,department-of-public-safety,approved,Police
,False,2279,281,Revere High School Library,,False,revere-high-school-library,approved,"Library, School"
,False,1871,547,Robert H. Adams Middle School Library,,False,robert-h-adams-middle-school-library,approved,"Library, School"
,False,3018,944,Priceville Public Library,,False,priceville-public-library,approved,Library
,False,2280,635,Rockland High School Library,,False,rockl-high-school-library,approved,"Library, School"
,False,2046,277,Saint Joseph Central High School Library,,False,saint-joseph-central-high-school-library,approved,"Library, School"
,False,2283,88,Salem High School Library,,False,salem-high-school-library,approved,"Library, School"
,False,2284,644,Sandwich High School Library,,False,swich-high-school-library,approved,"Library, School"
,False,2286,646,Scituate High School Media Center,,False,scituate-high-school-media-center,approved,"Library, School"
,False,2287,647,Seekonk High School Library,,False,seekonk-high-school-library,approved,"Library, School"
,False,2288,648,Sharon High School Library,,False,sharon-high-school-library,approved,"Library, School"
,False,2290,282,Shrewsbury High School Media Center,,False,shrewsbury-high-school-media-center,approved,"Library, School"
,False,2292,541,Smith Academy Abarno Learning Commons,,False,smith-academy-abarno-learning-commons,approved,"Library, School"
,False,2298,655,South Hadley High School Library,,False,south-hadley-high-school-library,approved,"Library, School"
,False,2336,353,West Springfield High School Library,,False,west-springfield-high-school-library,approved,"Library, School"
,False,2299,9,South High Community School Library,,False,south-high-community-school-library,approved,"Library, School"
,False,2285,15,Saugus High School Learning Commons,,False,saugus-high-school-learning-commons,approved,"Library, School"
,False,2304,258,Springfield Central High School Library,,False,springfield-central-high-school-library,approved,"Library, School"
,False,2305,661,Stoneham High School Library,,False,stoneham-high-school-library,approved,"Library, School"
,False,2306,662,Stoughton High School Library,,False,stoughton-high-school-library,approved,"Library, School"
,False,2307,667,Sutton Middle High School Library,,False,sutton-middle-high-school-library,approved,"Library, School"
,False,2308,668,Swampscott High School Library,,False,swampscott-high-school-library,approved,"Library, School"
,False,2309,277,Taconic High School Library,,False,taconic-high-school-library,approved,"Library, School"
,False,2328,683,Wareham High School Library,,False,wareham-high-school-library,approved,"Library, School"
,False,2317,599,Triton Regional High School Library,,False,triton-regional-high-school-library,approved,"Library, School"
,False,2323,496,Wahconah Regional High School Library,,False,wahconah-regional-high-school-library,approved,"Library, School"
,False,2326,681,Waltham High School Library,,False,waltham-high-school-library,approved,"Library, School"
,False,2330,686,Wayland High School Library,,False,wayl-high-school-library,approved,"Library, School"
,False,2324,352,Wakefield High School Volpe Library,,False,wakefield-high-school-volpe-library,approved,"Library, School"
,False,2333,690,West Boylston Middle/High School Library,,False,west-boylston-middlehigh-school-library,approved,"Library, School"
,False,10288,219,Mayor's Office,,False,mayors-office,approved,[]
,False,1646,532,Halifax Elementary School Library,,False,halifax-elementary-school-library,approved,"Library, School"
,False,2335,3,West Roxbury Educational Complex Library,,False,west-roxbury-educational-complex-library,approved,"Library, School"
,False,2329,45,Watertown High School Library,,False,watertown-high-school-library,approved,"Library, School"
,False,2340,698,Westford Academy Wright Library,,False,westford-academy-wright-library,approved,"Library, School"
,False,2341,701,Weston High School Library,,False,weston-high-school-library,approved,"Library, School"
,False,2342,702,Westport High School Media Center,,False,westport-high-school-media-center,approved,"Library, School"
,False,2698,761,Chambers County Schools,,False,chambers-county-schools,approved,School District
,False,2343,703,Westwood High School Library,,False,westwood-high-school-library,approved,"Library, School"
,False,2348,710,Wilmington High School Library,,False,wilmington-high-school-library,approved,"Library, School"
,False,2349,712,Winchester High School Library,,False,winchester-high-school-library,approved,"Library, School"
,False,11733,25930,Miami University,,False,miami-university,approved,[]
,False,2356,351,Southbridge Public Schools,,False,southbridge-public-schools,approved,School
,False,2363,506,Town Hall,,False,town-hall,approved,City Hall
,False,2362,34,LEON COUNTY CLERK OF THE CIRCUIT COURT,,False,leon-county-clerk-of-the-circuit-court,approved,[]
,False,2397,723,Hurricane City Police Department,,False,hurricane-city-police-department,approved,Police
,False,4718,52,Fair Political Practices Commission,,False,fair-political-practices-commission,approved,[]
,False,2508,146,State Representative John Nygren (WI),,False,state-representative-john-nygren-wi,approved,[]
,False,2373,265,Haverhill City Clerk,,False,haverhill-city-clerk,approved,Clerk
,False,2400,725,Washington County Sheriff,,False,washington-county-sheriff,approved,Police
,False,2685,750,Chickasaw City Schools,,False,chickasaw-city-schools,approved,School District
,False,2422,82,Coastal Resources Management Council,,False,coastal-resources-management-council,approved,[]
,False,728,177,Woodway Police Department,,False,woodway-police-department,approved,Police
,False,2413,726,Newport News Police,,True,newport-news-police,approved,Police
,False,2380,5,Cambridge License Commission,,False,cambridge-license-commission,approved,[]
,False,10332,721,Madison Region Economic Partnership,,False,madison-region-economic-partnership,approved,[]
,False,5855,103,Finance Department,,False,finance-department,approved,[]
,False,6115,7166,Princeton Fire Department,,False,princeton-fire-department,approved,[]
,False,11697,1,Department of Fire Services,,False,department-of-fire-services,approved,[]
,False,2615,778,City of Decatur,,False,city-of-decatur,approved,[]
,False,15047,3482,Mendocino County Board Of Supervisors,,False,mendocino-county-board-of-supervisors,approved,[]
,False,15646,22717,Brewster Town Clerk,,False,brewster-town-clerk,approved,[]
,False,752,169,City of Chicago Department of Buildings,,False,city-of-chicago-department-of-buildings,approved,[]
,False,2384,227,Oil Conservation Division,,False,oil-conservation-division,approved,Strategic Planning
,False,2355,275,Natick Public Schools,,False,natick-public-schools,approved,School
,False,40560,10,Garden City Ga Police Department,,False,garden-city-ga-police-department,approved,[]
,False,2398,117,Wayne State University,,False,wayne-state-university,approved,[]
,False,10337,15729,Winchester Police Department,,False,winchester-police-department,approved,[]
,False,10290,696,Town Manager's Office,,False,town-managers-office,approved,[]
,False,2435,4,Brookline Health Department,,False,brookline-health-department,approved,Health
,False,568,252,Abington Police Department,,False,abington-police-department,approved,Police
,False,17953,91,Office Of Supervisor Mark Ridley-thomas,,False,office-of-supervisor-mark-ridley-thomas,approved,[]
,False,10176,2817,Brazos Valley Public Transit,,False,brazos-valley-public-transit,approved,[]
,False,9924,52,California Dental Board,,False,california-dental-board,approved,[]
,False,2518,1,Massachusetts Film Office,,False,massachusetts-film-office,approved,[]
,False,2494,154,Hagerstown City Police Department,,False,hagerstown-city-police-department,approved,[]
,False,2500,146,State Senator Alberta Darling (WI),,False,state-senator-alberta-darling-wi,approved,[]
,False,2501,146,State Senator Luther Olsen​ (WI),,False,state-senator-lur-olsen-wi,approved,[]
,False,2506,146,State ​Senator Jennifer Shilling (WI),,False,state-senator-jennifer-shilling-wi,approved,[]
,False,2505,146,State ​Senator Glenn Grothman (WI),,False,state-senator-glenn-grothman-wi,approved,[]
,False,2498,1,Metro Boston Homeland Security Region,,False,metro-boston-homeland-security-region,approved,Homeland Security
,False,2699,762,Cherokee County Schools,,False,cherokee-county-schools,approved,School District
,False,2504,146,State ​Senator Mary Lazich (WI),,False,state-senator-mary-lazich-wi,approved,[]
,False,5912,663,Police Department,,False,police-department,approved,[]
,False,10519,3322,City Clerk Office,,False,city-clerks-office,approved,[]
,False,11625,7318,Miami-Dade County Property Appraiser,,False,miami-dade-county-property-appraiser,approved,[]
,False,5856,96,Finance Department,,False,finance-department,approved,[]
,False,2406,258,Springfield City Hall,,False,springfield-city-hall-office-of-the-mayor,approved,City Hall
,False,2503,146,State ​Senator Joe Leibham (WI),,False,state-senator-joe-leibham-wi,approved,[]
,False,2502,146,State ​Senator Sheila Harsdorf (WI),,False,state-senator-sheila-harsdorf-wi,approved,[]
,False,2513,146,​Representative John Klenke (WI),,False,representative-john-klenke-wi,approved,[]
,False,2512,146,​Representative Dan LeMahieu (WI),,False,representative-dan-lemahieu-wi,approved,[]
,False,2511,146,​Representative Dean Knudson (WI),,False,representative-dean-knudson-wi,approved,[]
,False,2510,146,​Representative Dale Kooyenga (WI),,False,representative-dale-kooyenga-wi,approved,[]
,False,2509,146,​Representative Pat Strachota (WI),,False,representative-pat-strachota-wi,approved,[]
,False,9926,30180,Cheatham County Sheriff’s Office,,False,sheriff,approved,[]
,False,37110,703,Westwood Police Department,,False,westwood-police-department,approved,[]
,False,40561,30279,Code Enforcement,,False,code-enforcement,approved,[]
,False,10681,10949,Urbana Police Department,,False,urbana-police-department,approved,[]
,False,2523,259,Concord Planning Division,,False,concord-department-of-planning-and-land-management,approved,Planning and Inspections
,False,2522,259,Concord Housing Authority,,False,concord-housing-authority,approved,Housing
,False,2524,117,Oakland Public Schools,,False,oakland-public-schools,approved,Education
,False,2531,727,Clerk,,False,clerk,approved,[]
,False,2515,146,​Representative Jon Richards (WI),,False,representative-jon-richards-wi,approved,[]
,False,2514,146,​Representative Cory Mason (WI),,False,representative-cory-mason-wi,approved,[]
,False,2537,34,Bureau of Fair Rides Inspection,,False,bureau-of-fair-rides-inspection,approved,[]
,False,2525,304,Department of Environmental Protection,,False,department-environmental-protection,approved,[]
,False,2591,10,National Institute on Drug Abuse (NIDA),,False,national-institute-drug-abuse-nida,approved,Health
,False,5915,52,California State Auditor,,False,california-state-auditor,approved,[]
,False,2544,728,Thurston 9-1-1 Communications,,False,thurston-9-1-1-communications,approved,[]
,False,588,268,Leicester Police Department,,False,leicester-police-department,approved,Police
,False,2565,155,Tennessee Office of Open Records Counsel,,False,tennessee-office-open-records-counsel,approved,[]
,False,1130,513,Egremont Free Library,,False,egremont-free-library,approved,"Library, Public"
,False,2557,1,Cape Cod Regional Transit Authority,,False,cape-cod-regional-transit-authority,approved,Transportation
,False,2555,1,Brockton Area Transit Authority,,False,brockton-area-transit-authority,approved,Transportation
,False,2607,126,Mechanicsburg Area School District,,False,mechanicsburg-area-school-district,approved,[]
,False,15048,3322,Merced County Board Of Supervisors,,False,merced-county-board-of-supervisors,approved,[]
,False,2527,10,National Response Center,,False,national-response-center,approved,[]
,False,513,215,Board of Commissioners,,False,board-commissioners,approved,City Hall
,False,473,203,Otter Tail County Sheriff,,False,otter-tail-county-sheriff,approved,Police
